LoanID,CustomerID,BranchID,ProductID,DisbursementDate,LoanAmount,InterestRate,TermMonths,LoanStatus,OutstandingBalance
LN10355,C1420,B010,P02,1/2/2024,94434.55,20.02,36,Active,41551
LN10356,C1248,B008,P05,9/11/2024,18856.9,7.07,240,Paid Off,0
LN10357,C1258,B002,P02,10/11/2024,75177.48,21.8,12,Active,66908
LN10358,C1327,B004,P06,11/5/2025,43474.97,15.86,36,Closed,0
LN10359,C1132,B001,P06,2/13/2024,17036.93,7.52,84,Active,7837
LN10360,C1320,B005,P02,2/23/2024,66818.96,5.15,180,Active,33409
LN10361,C1016,B006,P01,1/1/2026,3494.42,19.95,240,Closed,0
LN10362,C1047,B002,P02,11/13/2025,70752.33,14.47,72,Active,48112
LN10363,C1194,B002,P02,2/7/2026,46840.67,5.84,72,Active,41688
LN10364,C1335,B008,P05,1/6/2025,19557.85,11.25,36,Closed,0
LN10365,C1338,B010,P05,11/15/2025,55382.94,7.86,60,Active,28799
LN10366,C1110,B004,P02,2/24/2026,18978.6,9.82,360,Active,11767
LN10367,C1018,B007,P03,1/12/2026,85051.11,17.71,36,Closed,0
LN10368,C1087,B002,P06,9/6/2024,32041.26,15.02,72,Paid Off,0
LN10369,C1317,B007,P03,8/27/2024,68361.89,14.52,240,Closed,0
LN10370,C1241,B008,P05,4/27/2025,27700.74,13.48,72,Active,22715
LN10371,C1291,B008,P02,5/19/2024,18880.91,7.2,72,Active,7364
LN10372,C1121,B010,P02,3/28/2024,40663.89,19.72,36,Closed,0
LN10373,C1097,B001,P02,11/29/2024,1983.61,7.75,360,Active,833
LN10374,C1421,B006,P02,7/17/2025,29611.3,7.35,60,Closed,0
LN10375,C1194,B006,P03,4/17/2025,80854.53,18.77,12,Active,59832
LN10376,C1385,B003,P01,1/17/2024,6078.56,11.58,60,Active,3769
LN10377,C1045,B003,P01,2/17/2025,46623.47,21.09,36,Paid Off,0
LN10378,C1014,B010,P05,1/4/2026,54554.43,20.31,24,Active,37097
LN10379,C1489,B007,P01,9/16/2024,33686.07,20.36,120,Closed,0
LN10380,C1373,B001,P02,3/21/2024,41782.27,21.23,72,Active,21727
LN10381,C1306,B002,P02,8/31/2025,39445.26,11.73,12,Active,26823
LN10382,C1052,B001,P05,5/23/2025,16635.31,6.39,180,Active,9149
LN10383,C1464,B007,P05,6/3/2026,5375.87,5.67,360,Active,2742
LN10384,C1321,B004,P06,3/1/2026,69563.91,4.9,60,Active,66086
LN10385,C1192,B003,P06,10/8/2025,93345.88,11.3,48,Active,88679
LN10386,C1176,B006,P03,12/6/2024,58600.03,11.09,180,Active,51568
LN10387,C1228,B009,P04,5/30/2024,90976.68,21.08,12,Closed,0
LN10388,C1231,B004,P03,12/28/2025,82433.16,9.67,36,Active,29676
LN10389,C1012,B002,P02,5/25/2026,15155.79,4.52,180,Active,7729
LN10390,C1005,B007,P05,1/31/2026,67866.75,5.25,120,Active,52257
LN10391,C1427,B001,P04,10/13/2025,65480.76,15.3,84,Active,42562
LN10392,C1310,B009,P05,8/14/2025,35540.45,18.22,48,Active,28432
LN10393,C1441,B006,P06,6/25/2024,39878.91,5.66,120,Active,19939
LN10394,C1190,B003,P04,11/8/2024,66135.83,5.27,360,Active,41666
LN10395,C1322,B007,P03,11/29/2024,7381.5,6.78,180,Paid Off,0
LN10396,C1262,B009,P01,9/22/2025,53221.51,11.97,360,Active,26079
LN10397,C1245,B003,P01,7/2/2025,94900.67,20.96,180,Active,57889
LN10398,C1245,B004,P03,4/20/2025,76310.95,10.79,120,Active,45787
LN10399,C1221,B008,P06,7/12/2024,72747.3,9.88,36,Active,26189
LN10400,C1271,B006,P04,1/11/2025,75509.26,17.91,240,Active,31714
LN10401,C1344,B004,P03,9/15/2024,25486.26,6.87,180,Active,10449
LN10402,C1013,B007,P03,4/6/2025,91930.5,15.04,48,Active,61593
LN10403,C1171,B007,P05,7/31/2025,28384.21,4.79,360,Active,21004
LN10404,C1220,B003,P05,8/17/2024,79337.98,7.1,180,Active,60297
LN10405,C1449,B008,P05,10/26/2024,43856.22,18.34,180,Closed,0
LN10406,C1200,B005,P05,10/6/2025,45626.36,5.6,24,Paid Off,0
LN10407,C1398,B004,P04,9/8/2025,50220.98,7.09,84,Active,45701
LN10408,C1489,B002,P06,6/10/2026,8542.42,17.01,12,Active,4442
LN10409,C1039,B005,P05,7/26/2024,81140.7,7.07,120,Closed,0
LN10410,C1341,B003,P04,2/7/2026,55881.31,16.96,24,Closed,0
LN10411,C1080,B001,P06,10/19/2025,1329.57,6.19,36,Active,971
LN10412,C1327,B003,P01,4/30/2026,14379.82,19.94,48,Closed,0
LN10413,C1042,B007,P01,3/2/2024,20543.16,17.92,60,Active,9655
LN10414,C1352,B008,P03,9/3/2024,48216.27,17.0,240,Active,25072
LN10415,C1181,B009,P06,2/15/2026,53055.41,10.74,180,Closed,0
LN10416,C1468,B010,P05,3/26/2024,28766.86,8.39,12,Closed,0
LN10417,C1016,B002,P04,3/26/2025,76882.76,20.28,60,Active,61506
LN10418,C1421,B004,P05,11/5/2024,84523.8,16.81,48,Active,51560
LN10419,C1455,B005,P03,12/21/2025,75602.74,12.93,72,Active,32509
LN10420,C1099,B010,P06,5/28/2026,2593.77,5.61,120,Active,1193
LN10421,C1171,B010,P05,2/23/2025,14518.56,8.3,24,Closed,0
LN10422,C1266,B010,P01,5/3/2026,99439.37,14.75,24,Closed,0
LN10423,C1256,B002,P05,1/13/2024,86188.26,18.84,60,Active,53437
LN10424,C1184,B005,P02,4/24/2026,8029.7,4.31,24,Active,6504
LN10425,C1434,B006,P04,1/25/2024,28951.03,19.77,72,Paid Off,0
LN10426,C1202,B005,P06,1/21/2025,71981.38,14.84,12,Active,53986
LN10427,C1345,B006,P06,1/19/2024,98746.49,7.75,48,Active,62210
LN10428,C1358,B007,P05,3/6/2024,90453.05,19.33,180,Active,81408
LN10429,C1065,B004,P03,6/24/2024,31356.37,11.51,240,Active,16619
LN10430,C1369,B006,P02,2/2/2026,45430.09,19.66,180,Paid Off,0
LN10431,C1148,B005,P06,1/27/2024,89897.17,14.43,84,Active,36858
LN10432,C1185,B009,P01,11/29/2025,51983.85,16.59,72,Active,22353
LN10433,C1442,B006,P05,4/7/2026,21244.16,18.59,60,Active,18695
LN10434,C1307,B005,P05,4/9/2024,39139.61,9.43,120,Active,17613
LN10435,C1142,B007,P01,4/29/2025,71844.47,16.26,240,Active,60349
LN10436,C1225,B007,P02,11/12/2025,49137.02,15.32,240,Active,42749
LN10437,C1053,B010,P02,6/14/2025,76670.41,13.11,72,Active,26835
LN10438,C1481,B002,P05,4/20/2026,54220.78,12.05,24,Active,34159
LN10439,C1359,B006,P03,9/24/2025,8189.09,7.43,360,Active,6306
LN10440,C1037,B009,P05,4/30/2026,93774.9,5.39,24,Active,40323
LN10441,C1280,B001,P05,12/23/2025,52171.72,4.52,36,Active,46433
LN10442,C1484,B001,P02,3/4/2024,84897.85,6.66,36,Active,69616
LN10443,C1404,B001,P06,3/2/2024,62165.76,13.29,60,Active,40408
LN10444,C1310,B005,P02,6/28/2025,78844.93,14.58,84,Closed,0
LN10445,C1394,B002,P02,3/19/2024,55358.94,7.51,24,Active,40412
LN10446,C1087,B010,P01,3/29/2024,61188.95,20.4,24,Active,29371
LN10447,C1092,B010,P06,3/18/2025,50376.86,14.19,360,Active,22670
LN10448,C1358,B010,P01,10/26/2025,71599.38,9.0,180,Active,65871
LN10449,C1221,B005,P05,12/20/2024,7969.39,13.96,48,Active,5499
LN10450,C1294,B005,P01,9/7/2025,54596.44,13.24,240,Paid Off,0
LN10451,C1113,B008,P03,4/23/2026,71950.76,18.75,48,Active,59000
LN10452,C1025,B010,P04,5/27/2025,79177.08,8.38,84,Closed,0
LN10453,C1395,B004,P03,11/5/2024,34217.95,16.18,180,Active,17451
LN10454,C1095,B006,P01,6/3/2025,99571.14,6.2,240,Closed,0
LN10455,C1244,B005,P02,7/11/2024,10686.64,16.34,120,Active,5343
LN10456,C1481,B002,P02,5/24/2026,49017.47,6.14,12,Paid Off,0
LN10457,C1400,B002,P03,2/28/2025,17516.04,5.16,84,Active,9108
LN10458,C1031,B002,P04,3/29/2025,58551.27,10.22,360,Closed,0
LN10459,C1147,B001,P03,3/2/2026,18737.58,11.23,360,Paid Off,0
LN10460,C1128,B004,P06,2/16/2025,32974.53,9.24,24,Active,26709
LN10461,C1007,B006,P02,6/18/2024,27586.64,16.1,60,Active,11035
LN10462,C1039,B001,P02,2/27/2026,72587.87,9.29,72,Active,67507
LN10463,C1368,B007,P03,4/21/2026,45971.37,10.49,180,Active,33559
LN10464,C1285,B009,P02,1/27/2025,44455.89,15.84,60,Active,30675
LN10465,C1358,B007,P03,2/9/2026,63384.95,18.74,36,Active,43102
LN10466,C1006,B002,P02,5/14/2025,23670.75,10.66,360,Paid Off,0
LN10467,C1324,B001,P03,4/15/2024,24100.4,7.02,360,Closed,0
LN10468,C1466,B003,P06,9/6/2024,56435.3,7.04,72,Closed,0
LN10469,C1402,B005,P05,1/17/2024,73611.34,8.92,360,Active,50792
LN10470,C1377,B006,P03,10/19/2025,54343.15,14.19,60,Closed,0
LN10471,C1282,B007,P04,9/5/2024,18153.53,8.24,24,Active,11437
LN10472,C1390,B006,P04,11/3/2024,40133.24,5.68,12,Active,26488
LN10473,C1227,B005,P04,3/15/2024,36201.24,5.34,48,Paid Off,0
LN10474,C1497,B006,P06,7/23/2025,10598.88,15.1,12,Active,8161
LN10475,C1209,B004,P04,4/18/2024,87019.51,6.56,60,Paid Off,0
LN10476,C1419,B007,P05,2/5/2025,98716.02,13.08,12,Closed,0
LN10477,C1306,B004,P02,6/30/2024,8952.85,8.52,36,Active,7879
LN10478,C1045,B001,P06,4/16/2024,19083.92,9.01,72,Active,7443
LN10479,C1468,B007,P04,4/11/2026,79684.08,6.06,12,Closed,0
LN10480,C1340,B004,P03,4/20/2025,49729.86,20.74,48,Paid Off,0
LN10481,C1232,B010,P05,9/7/2024,62796.75,10.15,120,Active,52121
LN10482,C1265,B005,P04,9/21/2024,43892.41,14.03,240,Paid Off,0
LN10483,C1203,B001,P02,2/6/2025,49092.84,12.41,240,Active,33383
LN10484,C1389,B006,P01,1/8/2026,56787.87,6.16,60,Active,41455
LN10485,C1465,B004,P05,4/18/2025,48097.65,8.93,84,Closed,0
LN10486,C1290,B002,P01,1/11/2026,55795.4,5.5,72,Active,21760
LN10487,C1068,B004,P04,4/5/2025,93954.9,16.92,180,Paid Off,0
LN10488,C1443,B009,P03,2/13/2024,51784.09,16.74,72,Closed,0
LN10489,C1240,B009,P05,10/4/2024,80911.5,8.97,240,Closed,0
LN10490,C1427,B004,P06,10/28/2024,42632.66,18.54,36,Active,34532
LN10491,C1368,B010,P06,11/8/2025,16764.05,6.32,240,Active,8717
LN10492,C1194,B001,P01,3/19/2025,91286.08,15.55,36,Active,84896
LN10493,C1091,B006,P05,2/9/2026,3661.84,19.92,72,Active,2307
LN10494,C1396,B001,P05,4/29/2024,94951.9,12.33,180,Active,88305
LN10495,C1069,B006,P02,8/31/2025,1509.21,12.32,60,Closed,0
LN10496,C1352,B007,P01,12/24/2025,18798.86,9.71,72,Active,6768
LN10497,C1433,B001,P02,9/11/2024,57290.04,10.07,84,Closed,0
LN10498,C1323,B004,P01,8/20/2025,71388.45,5.77,72,Active,48544
LN10499,C1294,B005,P05,5/29/2026,14111.56,20.3,360,Closed,0
LN10500,C1460,B007,P02,2/20/2024,70943.39,8.64,72,Closed,0
LN10501,C1370,B003,P06,9/7/2024,34178.37,4.53,84,Active,11962
LN10502,C1264,B002,P03,10/20/2024,4952.8,16.67,24,Active,4358
LN10503,C1380,B002,P05,12/8/2025,98772.05,20.27,240,Active,67165
LN10504,C1054,B001,P01,11/2/2025,47231.58,21.62,72,Closed,0
LN10505,C1269,B008,P03,10/5/2024,50204.41,21.11,84,Closed,0
LN10506,C1415,B006,P01,1/17/2025,60508.83,19.32,24,Active,23598
LN10507,C1391,B002,P02,7/22/2025,91856.51,15.79,360,Active,69811
LN10508,C1133,B003,P06,11/4/2024,30678.55,16.97,360,Closed,0
LN10509,C1243,B008,P03,3/16/2026,12603.39,20.29,12,Active,7436
LN10510,C1034,B001,P05,6/25/2024,77228.79,4.01,48,Active,67189
LN10511,C1335,B006,P01,4/11/2025,4543.26,20.78,240,Active,2544
LN10512,C1047,B010,P04,5/26/2026,38077.02,15.68,36,Closed,0
LN10513,C1464,B001,P06,2/23/2026,15570.48,14.77,84,Active,8097
LN10514,C1172,B004,P01,2/18/2025,62165.81,21.12,48,Active,47868
LN10515,C1428,B003,P04,4/4/2024,89334.74,18.24,240,Active,50027
LN10516,C1173,B010,P05,7/2/2025,6490.42,7.09,72,Active,5841
LN10517,C1201,B004,P03,3/20/2024,56965.7,19.68,84,Active,48421
LN10518,C1090,B003,P06,5/5/2024,21887.65,5.52,360,Closed,0
LN10519,C1021,B003,P03,6/7/2024,66958.05,6.16,240,Active,32140
LN10520,C1262,B008,P05,1/9/2025,54581.4,14.34,360,Closed,0
LN10521,C1131,B006,P01,7/9/2024,40362.64,6.77,120,Active,27850
LN10522,C1208,B007,P06,10/16/2024,26313.5,7.98,48,Paid Off,0
LN10523,C1485,B010,P03,1/16/2024,39127.77,15.87,12,Active,36389
LN10524,C1088,B004,P03,1/15/2024,17582.76,12.13,48,Closed,0
LN10525,C1432,B002,P02,1/14/2024,47280.36,15.98,180,Active,16548
LN10526,C1375,B004,P03,12/12/2025,12691.83,9.64,240,Active,10280
LN10527,C1395,B010,P06,11/14/2025,37350.68,6.31,60,Active,22784
LN10528,C1118,B009,P03,11/26/2024,98315.25,8.48,360,Closed,0
LN10529,C1274,B005,P05,8/27/2024,19035.96,16.75,120,Paid Off,0
LN10530,C1499,B002,P04,10/1/2025,69592.44,11.93,180,Active,64025
LN10531,C1129,B001,P01,1/24/2024,69548.33,10.42,72,Active,27819
LN10532,C1476,B007,P02,6/4/2024,77345.24,14.46,60,Paid Off,0
LN10533,C1058,B002,P01,1/15/2024,77466.76,8.58,240,Closed,0
LN10534,C1380,B010,P04,11/21/2024,39182.28,7.4,36,Active,19199
LN10535,C1140,B008,P06,1/12/2025,27055.84,21.48,36,Closed,0
LN10536,C1283,B004,P05,3/1/2026,27261.68,17.11,60,Active,23718
LN10537,C1416,B003,P04,2/6/2024,48754.95,9.34,120,Closed,0
LN10538,C1440,B008,P06,9/26/2024,20476.0,19.12,72,Paid Off,0
LN10539,C1355,B006,P04,12/22/2025,61223.08,20.75,24,Closed,0
LN10540,C1223,B004,P06,7/22/2024,34740.86,16.06,180,Active,25361
LN10541,C1333,B001,P05,8/6/2024,9433.88,9.11,24,Active,6132
LN10542,C1349,B004,P05,9/24/2024,25344.22,8.7,48,Active,22049
LN10543,C1482,B005,P02,4/6/2024,63756.13,11.24,84,Closed,0
LN10544,C1191,B004,P04,11/12/2024,2711.32,17.53,360,Paid Off,0
LN10545,C1059,B006,P06,10/12/2024,54821.74,9.6,48,Paid Off,0
LN10546,C1036,B002,P01,9/14/2025,67205.71,8.14,24,Active,27554
LN10547,C1466,B006,P02,1/13/2026,98360.34,19.62,72,Active,80655
LN10548,C1014,B002,P04,4/10/2025,38404.02,17.5,240,Active,25347
LN10549,C1325,B002,P04,3/10/2026,9924.28,5.8,12,Active,7642
LN10550,C1093,B008,P02,7/1/2025,14408.66,21.22,180,Active,13112
LN10551,C1370,B006,P03,10/7/2025,36909.67,7.54,84,Active,15502
LN10552,C1461,B010,P06,1/2/2025,23641.52,9.61,36,Closed,0
LN10553,C1073,B010,P05,11/2/2025,22120.75,20.89,120,Active,13272
LN10554,C1377,B003,P01,4/15/2024,70785.28,18.78,240,Active,40348
LN10555,C1203,B001,P04,11/28/2024,53033.87,8.89,240,Closed,0
LN10556,C1295,B002,P04,4/28/2024,47194.24,6.41,240,Active,19350
LN10557,C1064,B010,P03,12/22/2025,74360.69,9.26,60,Active,37924
LN10558,C1442,B008,P01,6/10/2026,9346.23,11.95,72,Active,4673
LN10559,C1092,B009,P03,8/23/2025,50796.25,7.15,360,Paid Off,0
LN10560,C1021,B005,P02,3/16/2025,72911.92,18.36,120,Active,48122
LN10561,C1103,B008,P04,12/5/2024,18711.15,5.05,24,Closed,0
LN10562,C1241,B006,P04,2/27/2026,38502.19,5.01,120,Closed,0
LN10563,C1031,B002,P01,5/31/2024,76528.84,12.04,84,Active,35203
LN10564,C1112,B009,P03,9/29/2025,83402.23,5.56,180,Active,53377
LN10565,C1258,B004,P04,1/20/2026,24906.79,21.35,180,Active,10710
LN10566,C1443,B005,P02,1/20/2025,81170.14,5.68,180,Closed,0
LN10567,C1202,B008,P03,3/22/2024,74466.31,6.38,24,Closed,0
LN10568,C1069,B007,P01,7/31/2025,65357.37,15.77,60,Active,39214
LN10569,C1422,B007,P04,1/21/2026,31054.29,6.58,36,Active,19254
LN10570,C1384,B001,P06,12/18/2025,15921.25,12.41,180,Active,10826
LN10571,C1164,B001,P03,7/31/2024,65658.52,13.07,48,Active,33486
LN10572,C1265,B004,P03,4/4/2024,59590.84,15.57,180,Active,32179
LN10573,C1467,B007,P05,5/24/2024,96916.56,6.73,48,Closed,0
LN10574,C1400,B010,P02,5/21/2025,26696.72,16.41,36,Active,20823
LN10575,C1165,B002,P01,2/3/2026,3725.57,8.35,120,Closed,0
LN10576,C1423,B004,P05,2/28/2025,4447.86,12.46,60,Active,3114
LN10577,C1153,B004,P03,4/18/2024,54281.56,8.39,72,Active,46682
LN10578,C1022,B005,P05,5/14/2024,34867.82,10.89,24,Active,27546
LN10579,C1331,B005,P01,11/9/2025,40578.48,21.56,72,Closed,0
LN10580,C1140,B009,P05,3/14/2025,56994.17,10.79,48,Active,38186
LN10581,C1451,B009,P05,5/7/2025,44929.94,6.95,60,Active,40886
LN10582,C1304,B008,P02,8/27/2025,12223.25,17.24,120,Paid Off,0
LN10583,C1481,B004,P01,4/25/2024,59183.04,19.85,48,Closed,0
LN10584,C1206,B010,P04,9/17/2024,68437.7,7.89,24,Active,47906
LN10585,C1210,B002,P01,12/29/2024,60646.44,20.76,60,Paid Off,0
LN10586,C1052,B010,P05,3/30/2025,24559.29,19.27,12,Active,16209
LN10587,C1013,B009,P01,8/1/2025,17139.43,11.49,60,Active,9255
LN10588,C1327,B002,P04,9/17/2024,8203.37,20.83,24,Closed,0
LN10589,C1166,B010,P05,4/21/2026,77246.2,19.37,180,Paid Off,0
LN10590,C1291,B003,P06,4/16/2025,8496.11,15.3,120,Active,7307
LN10591,C1110,B010,P01,10/5/2025,77409.88,13.06,36,Active,51091
LN10592,C1187,B009,P03,9/2/2024,40186.71,20.0,240,Active,28934
LN10593,C1414,B002,P03,1/28/2026,90817.15,10.81,72,Active,40868
LN10594,C1236,B003,P02,1/28/2026,13731.78,5.02,360,Active,12771
LN10595,C1424,B001,P06,1/12/2024,80850.33,19.14,180,Closed,0
LN10596,C1191,B010,P06,6/15/2024,31081.29,5.95,84,Active,11811
LN10597,C1250,B010,P01,3/13/2025,35961.82,7.38,72,Active,18341
LN10598,C1219,B008,P01,10/23/2025,96405.52,13.62,72,Active,82909
LN10599,C1032,B001,P01,3/9/2025,91424.01,5.87,360,Active,44798
LN10600,C1354,B003,P02,6/7/2024,70782.11,12.32,60,Active,66535
LN10601,C1367,B006,P04,6/16/2025,99496.19,6.24,12,Paid Off,0
LN10602,C1259,B002,P06,1/25/2026,72872.96,19.45,120,Active,67043
LN10603,C1088,B009,P02,10/29/2025,99257.53,20.93,240,Closed,0
LN10604,C1314,B006,P04,10/3/2024,56749.69,9.65,36,Active,36320
LN10605,C1284,B004,P05,8/17/2025,94997.54,8.03,12,Active,76948
LN10606,C1126,B004,P03,2/15/2025,52787.48,11.73,36,Closed,0
LN10607,C1409,B007,P05,5/31/2026,39192.73,10.79,84,Active,25867
LN10608,C1266,B008,P04,2/11/2026,79472.33,8.06,12,Closed,0
LN10609,C1204,B008,P04,3/19/2026,93790.97,13.8,120,Active,39392
LN10610,C1390,B010,P01,9/30/2024,90679.37,6.31,240,Closed,0
LN10611,C1298,B006,P02,2/9/2024,15477.33,5.84,72,Active,10525
LN10612,C1396,B002,P01,8/7/2025,72502.54,9.2,60,Paid Off,0
LN10613,C1381,B010,P02,10/7/2024,40004.33,17.97,36,Paid Off,0
LN10614,C1377,B010,P06,7/2/2025,31297.2,21.7,24,Active,13145
LN10615,C1288,B001,P02,3/29/2025,56549.33,8.32,84,Active,29406
LN10616,C1376,B009,P01,5/22/2024,14905.47,14.65,240,Active,10881
LN10617,C1383,B007,P03,1/24/2026,80474.22,15.21,120,Active,41847
LN10618,C1050,B002,P06,9/7/2025,6584.91,11.34,360,Closed,0
LN10619,C1184,B008,P02,12/5/2024,10432.62,14.47,48,Active,6781
LN10620,C1428,B009,P03,5/1/2026,7410.9,20.59,24,Active,4002
LN10621,C1073,B008,P06,7/1/2025,50683.4,11.07,24,Active,45108
LN10622,C1500,B005,P03,11/30/2025,70836.5,21.33,24,Closed,0
LN10623,C1285,B007,P06,5/29/2024,18586.45,18.3,36,Active,14497
LN10624,C1131,B007,P03,10/4/2024,76996.95,10.98,360,Active,36189
LN10625,C1206,B001,P04,2/22/2025,76647.51,20.43,84,Paid Off,0
LN10626,C1194,B005,P03,5/1/2024,19373.32,16.78,240,Active,14530
LN10627,C1266,B006,P02,11/20/2024,88580.17,7.85,240,Active,37204
LN10628,C1146,B003,P04,11/24/2024,68654.13,13.88,60,Active,43252
LN10629,C1414,B009,P03,2/5/2026,99547.13,6.12,84,Closed,0
LN10630,C1100,B003,P03,1/10/2026,67980.0,6.02,240,Active,31271
LN10631,C1390,B002,P02,10/16/2024,49806.71,18.12,180,Active,34367
LN10632,C1206,B005,P03,5/25/2024,9396.79,8.1,36,Closed,0
LN10633,C1120,B010,P02,10/18/2024,78472.63,15.42,360,Paid Off,0
LN10634,C1418,B003,P06,3/2/2024,78433.78,12.23,48,Closed,0
LN10635,C1170,B002,P03,8/29/2024,94638.61,5.44,60,Active,69086
LN10636,C1212,B009,P05,4/27/2026,43790.38,7.41,24,Active,15327
LN10637,C1464,B001,P04,9/4/2024,85802.75,18.25,12,Active,34321
LN10638,C1231,B004,P05,9/15/2024,93490.94,11.87,72,Active,50485
LN10639,C1197,B002,P03,7/11/2025,54717.99,6.06,84,Active,24076
LN10640,C1175,B007,P05,4/16/2024,82295.54,6.67,180,Paid Off,0
LN10641,C1315,B003,P05,2/7/2026,48825.01,19.69,24,Active,19530
LN10642,C1326,B009,P02,1/16/2026,76664.6,18.08,360,Active,53665
LN10643,C1002,B003,P06,4/20/2026,11868.69,20.44,180,Active,6884
LN10644,C1066,B005,P03,8/13/2024,50982.35,7.47,72,Active,35688
LN10645,C1034,B007,P04,4/26/2026,19909.52,14.62,72,Active,7167
LN10646,C1282,B005,P06,10/27/2025,57287.75,13.15,48,Active,29217
LN10647,C1403,B010,P02,7/15/2024,60396.16,11.7,84,Active,45297
LN10648,C1063,B006,P06,7/11/2025,75449.89,5.66,72,Closed,0
LN10649,C1060,B009,P01,12/12/2024,24330.38,6.41,36,Active,16301
LN10650,C1072,B006,P02,5/21/2024,32124.66,17.6,36,Active,12207
LN10651,C1331,B003,P06,2/5/2024,60596.74,8.79,180,Paid Off,0
LN10652,C1484,B007,P01,1/12/2024,32299.45,19.71,36,Closed,0
LN10653,C1257,B005,P03,3/13/2024,54434.61,4.41,84,Active,37016
LN10654,C1171,B006,P04,4/4/2025,84486.81,13.16,48,Active,64210
LN10655,C1027,B002,P01,12/28/2025,41364.41,21.49,60,Active,31023
LN10656,C1276,B002,P06,3/29/2026,69427.7,14.09,84,Active,36102
LN10657,C1493,B001,P02,9/22/2024,76832.8,16.9,72,Closed,0
LN10658,C1058,B007,P01,6/30/2025,41997.14,15.69,48,Paid Off,0
LN10659,C1302,B002,P04,8/21/2025,5213.65,7.92,360,Active,2920
LN10660,C1264,B002,P05,2/18/2026,36191.13,17.8,72,Active,13029
LN10661,C1004,B005,P06,4/28/2025,99347.35,13.19,24,Active,65569
LN10662,C1460,B009,P06,3/28/2026,94210.37,17.44,36,Active,75368
LN10663,C1090,B001,P02,4/2/2026,19774.28,13.5,24,Active,17006
LN10664,C1471,B002,P06,12/3/2024,62481.64,8.13,240,Active,56858
LN10665,C1028,B001,P01,5/9/2026,80314.47,20.45,120,Paid Off,0
LN10666,C1377,B002,P06,10/19/2024,66311.38,6.45,360,Active,27188
LN10667,C1028,B005,P03,5/23/2024,56727.52,15.73,36,Active,40844
LN10668,C1360,B001,P02,9/6/2024,63238.24,8.45,240,Paid Off,0
LN10669,C1150,B010,P05,3/11/2024,48334.45,7.61,36,Active,27551
LN10670,C1119,B009,P03,5/20/2026,27226.07,4.33,240,Active,25865
LN10671,C1219,B003,P03,2/13/2026,50446.84,15.99,12,Closed,0
LN10672,C1210,B007,P04,5/22/2026,43039.66,13.14,84,Active,16355
LN10673,C1416,B003,P05,11/10/2024,59547.84,19.87,60,Closed,0
LN10674,C1409,B005,P02,6/25/2025,47930.06,7.63,24,Paid Off,0
LN10675,C1183,B001,P06,8/17/2024,58442.35,13.22,240,Active,37988
LN10676,C1467,B008,P03,11/24/2024,64047.01,6.31,24,Active,50597
LN10677,C1422,B005,P02,8/21/2025,98041.54,14.85,84,Active,36275
LN10678,C1159,B008,P01,10/20/2024,78383.79,4.63,72,Active,72113
LN10679,C1332,B003,P05,2/24/2025,93004.85,18.92,60,Active,40922
LN10680,C1418,B009,P06,4/15/2026,89913.77,18.13,240,Closed,0
LN10681,C1051,B008,P04,12/31/2024,61866.94,21.1,240,Active,35883
LN10682,C1372,B001,P03,1/9/2026,13727.81,17.97,72,Paid Off,0
LN10683,C1198,B003,P06,9/9/2025,72587.82,5.66,60,Active,67507
LN10684,C1217,B005,P05,6/30/2025,87891.99,15.84,120,Active,66798
LN10685,C1086,B002,P01,4/13/2025,43905.22,18.76,72,Active,39954
LN10686,C1257,B007,P05,3/21/2025,97255.88,5.31,24,Closed,0
LN10687,C1353,B007,P01,10/19/2024,82815.91,17.73,36,Active,33955
LN10688,C1221,B001,P06,7/26/2024,68569.3,20.81,12,Active,63769
LN10689,C1153,B003,P01,6/9/2024,91856.97,12.4,360,Active,36743
LN10690,C1125,B001,P02,2/1/2024,20342.39,6.23,48,Paid Off,0
LN10691,C1012,B010,P02,12/26/2025,71870.86,12.71,360,Closed,0
LN10692,C1477,B010,P06,9/19/2025,50784.91,17.12,180,Active,20822
LN10693,C1203,B009,P03,2/10/2024,48799.88,11.8,240,Active,36600
LN10694,C1453,B002,P05,1/1/2024,70472.07,8.52,180,Active,57787
LN10695,C1183,B009,P01,8/28/2024,64084.73,15.82,60,Closed,0
LN10696,C1055,B004,P06,7/28/2025,62301.73,17.06,12,Active,55449
LN10697,C1410,B010,P04,2/14/2025,62766.35,20.48,360,Active,51468
LN10698,C1170,B006,P03,7/15/2024,65586.63,21.29,36,Closed,0
LN10699,C1488,B008,P05,2/23/2025,28053.67,13.54,24,Closed,0
LN10700,C1049,B005,P04,11/18/2024,2352.22,15.86,84,Paid Off,0
LN10701,C1436,B007,P06,5/31/2024,80011.06,12.38,24,Active,70410
LN10702,C1283,B007,P01,11/2/2025,63109.45,6.14,72,Paid Off,0
LN10703,C1155,B001,P03,6/4/2026,5178.05,9.95,84,Active,2848
LN10704,C1089,B006,P05,12/14/2025,72355.05,20.81,72,Active,47031
LN10705,C1371,B007,P01,4/29/2026,37415.24,15.11,120,Active,27313
LN10706,C1489,B002,P01,11/7/2024,83645.31,5.02,60,Active,46841
LN10707,C1484,B003,P06,8/17/2025,50949.35,11.72,36,Active,20380
LN10708,C1305,B007,P05,2/9/2024,68293.54,14.64,72,Closed,0
LN10709,C1338,B005,P05,1/7/2025,33696.95,18.53,360,Closed,0
